ID,Survey_Period,RESP_ID,Which group best describes you?,Attribute,Response,QuestionID,Category,Question Intent,Order,Start time,Completion time
169,Spring_2026,Spring_2026_169,Parent,How effective is the College in preparing your child for future academic and personal success?,10,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,169,169
169,Spring_2026,Spring_2026_169,Parent,How well does the College address any concerns you raise about your child?,8,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,169,169
170,Spring_2026,Spring_2026_170,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,7,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,170,170
170,Spring_2026,Spring_2026_170,Student,How well does the academic workload challenge you without being overwhelming?,4,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,170,170
170,Spring_2026,Spring_2026_170,Student,How satisfied are you with the support and resources available to help you succeed academically?,7,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,170,170
170,Spring_2026,Spring_2026_170,Student,How effective are your teachers in helping you understand course material and stay engaged?,8,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,170,170
170,Spring_2026,Spring_2026_170,Student,How safe and supported do you feel in your school environment?,8,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,170,170
171,Spring_2026,Spring_2026_171,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,8,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,171,171
171,Spring_2026,Spring_2026_171,Parent,How well does the academic workload challenge your child without being overwhelming?,6,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,171,171
171,Spring_2026,Spring_2026_171,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,10,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,171,171
171,Spring_2026,Spring_2026_171,Parent,How effective is the College in preparing your child for future academic and personal success?,8,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,171,171
171,Spring_2026,Spring_2026_171,Parent,How well does the College address any concerns you raise about your child?,10,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,171,171
172,Spring_2026,Spring_2026_172,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,172,172
172,Spring_2026,Spring_2026_172,Parent,How well does the academic workload challenge your child without being overwhelming?,10,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,172,172
172,Spring_2026,Spring_2026_172,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,9,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,172,172
172,Spring_2026,Spring_2026_172,Parent,How effective is the College in preparing your child for future academic and personal success?,10,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,172,172
172,Spring_2026,Spring_2026_172,Parent,How well does the College address any concerns you raise about your child?,9,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,172,172
173,Spring_2026,Spring_2026_173,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,9,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,173,173
